Time,VehSpd
6.343,0.0
6.353,0.0
6.363,0.0
6.373,0.0
6.383,0.0
6.393,0.0
6.403,0.0
6.413,0.0
6.423,0.0
6.433,0.0
6.443,0.0
6.453,0.0
6.463,0.0
6.473,0.0
6.483,0.0
6.493,0.0
6.503,0.0
6.513,0.0
6.523,0.0
6.533,0.0
6.543,0.0
6.553,0.0
6.563,0.0
6.573,0.0
6.583,0.0
6.593,0.0
6.603,0.0
6.613,0.0
6.623,0.0
6.633,0.0
6.643,0.0
6.653,0.0
6.663,0.0
6.673,0.0
6.683,0.0
6.693,0.0
6.703,0.0
6.713,0.0
6.723,0.0
6.733,0.0
6.743,0.0
6.753,0.0
6.763,0.0
6.773,0.0
6.783,0.0
6.793,0.0
6.803,0.0
6.813,0.0
6.823,0.0
6.833,0.0
6.843,0.0
6.853,0.0
6.863,0.0
6.873,0.0
6.883,0.0
6.893,0.0
6.903,0.0
6.913,0.0
6.923,0.0
6.933,0.0
6.943,0.0
6.953,0.0
6.963,0.0
6.973,0.0
6.983,0.0
6.993,0.0
7.003,0.0
7.013,0.0
7.023,0.0
7.033,0.0
7.043,0.0
7.053,0.0
7.063,0.0
7.073,0.0
7.083,0.0
7.093,0.0
7.103,0.0
7.113,0.0
7.123,0.0
7.133,0.0
7.143,0.0
7.153,0.0
7.163,0.0
7.173,0.0
7.183,0.0
7.193,0.0
7.203,0.0
7.213,0.0
7.223,0.0
7.233,0.0
7.243,0.0
7.253,0.0
7.263,0.0
7.273,0.0
7.283,0.0
7.293,0.0
7.303,0.0
7.313,0.0
7.323,0.0
7.333,0.0
7.343,0.0
7.353,0.0
7.363,0.0
7.373,0.0
7.383,0.0
7.393,0.0
7.403,0.0
7.413,0.0
7.423,0.0
7.433,0.0
7.443,0.0
7.453,0.0
7.463,0.0
7.473,0.0
7.483,0.0
7.493,0.0
7.503,0.0
7.513,0.0
7.523,0.0
7.533,0.0
7.543,0.0
7.553,0.0
7.563,0.0
7.573,0.0
7.583,0.0
7.593,0.0
7.603,0.0
7.613,0.0
7.623,0.0
7.633,0.0
7.643,0.0
7.653,0.0
7.663,0.0
7.673,0.0
7.683,0.0
7.693,0.0
7.703,0.0
7.713,0.0
7.723,0.0
7.733,0.0
7.743,0.0
7.753,0.0
7.763,0.0
7.773,0.0
7.783,0.0
7.793,0.0
7.803,0.0
7.813,0.0
7.823,0.0
7.833,0.0
7.843,0.0
7.853,0.0
7.863,0.0
7.873,0.0
7.883,0.0
7.893,0.0
7.903,0.0
7.913,0.0
7.923,0.0
7.933,0.0
7.943,0.0
7.953,0.0
7.963,0.0
7.973,0.0
7.983,0.0
7.993,0.0
8.003,0.0
8.013,0.0
8.023,0.0
8.033,0.0
8.043,0.0
8.053,0.0
8.063,0.0
8.073,0.0
8.083,0.0
8.093,0.0
8.103,0.0
8.113,0.0
8.123,0.0
8.133,0.0
8.143,0.0
8.153,0.0
8.163,0.0
8.173,0.0
8.183,0.0
8.193,0.0
8.203,0.0
8.213,0.0
8.223,0.0
8.233,0.0
8.243,0.0
8.253,0.0
8.263,0.0
8.273,0.0
8.283,0.0
8.293,0.0
8.303,0.0
8.313,0.0
8.323,0.0
8.333,0.0
8.343,0.0
8.353,0.0
8.363,0.0
8.373,0.0
8.383,0.0
8.393,0.0
8.403,0.0
8.413,0.0
8.423,0.0
8.433,0.0
8.443,0.0
8.453,0.0
8.463,0.0
8.473,0.0
8.483,0.0
8.493,0.0
8.503,0.0
8.513,0.0
8.523,0.0
8.533,0.0
8.543,0.0
8.553,0.0
8.563,0.0
8.573,0.0
8.583,0.0
8.593,0.0
8.603,0.0
8.613,0.0
8.623,0.0
8.633,0.0
8.643,0.0
8.653,0.0
8.663,0.0
8.673,0.0
8.683,0.0
8.693,0.0
8.703,0.0
8.713,0.0
8.723,0.0
8.733,0.0
8.743,0.0
8.753,0.0
8.763,0.0
8.773,0.0
8.783,0.0
8.793,0.0
8.803,0.0
8.813,0.0
8.823,0.0
8.833,0.0
8.843,0.0
8.853,0.0
8.863,0.0
8.873,0.0
8.883,0.0
8.893,0.0
8.903,0.0
8.913,0.0
8.923,0.0
8.933,0.0
8.943,0.0
8.953,0.0
8.963,0.0
8.973,0.0
8.983,0.0
8.993,0.0
9.003,0.0
9.013,0.0
9.023,0.0
9.033,0.0
9.043,0.0
9.053,0.0
9.063,0.0
9.073,0.0
9.083,0.0
9.093,0.0
9.103,0.0
9.113,0.0
9.123,0.0
9.133,0.0
9.143,0.0
9.153,0.0
9.163,0.0
9.173,0.0
9.183,0.0
9.193,0.0
9.203,0.0
9.213,0.0
9.223,0.0
9.233,0.0
9.243,0.0
9.253,0.0
9.263,0.0
9.273,0.0
9.283,0.0
9.293,0.0
9.303,0.0
9.313,0.0
9.323,0.0
9.333,0.0
9.343,0.0
9.353,0.0
9.363,0.0
9.373,0.0
9.383,0.0
9.393,0.0
9.403,0.0
9.413,0.0
9.423,0.0
9.433,0.0
9.443,0.0
9.453,0.0
9.463,0.0
9.473,0.0
9.483,0.0
9.493,0.0
9.503,0.0
9.513,0.0
9.523,0.0
9.533,0.0
9.543,0.0
9.553,0.0
9.563,0.0
9.573,0.0
9.583,0.0
9.593,0.0
9.603,0.0
9.613,0.0
9.623,0.0
9.633,0.0
9.643,0.0
9.653,0.0
9.663,0.0
9.673,0.0
9.683,0.0
9.693,0.0
9.703,0.0
9.713,0.0
9.723,0.0
9.733,0.0
9.743,0.0
9.753,0.0
9.763,0.0
9.773,0.0
9.783,0.0
9.793,0.0
9.803,0.0
9.813,0.0
9.823,0.0
9.833,0.0
9.843,0.0
9.853,0.0
9.863,0.0
9.873,0.0
9.883,0.0
9.893,0.0
9.903,0.0
9.913,0.0
9.923,0.0
9.933,0.0
9.943,0.0
9.953,0.0
9.963,0.0
9.973,0.0
9.983,0.0
9.993,0.0
10.003,0.0
10.013,0.0
10.023,0.0
10.033,0.0
10.043,0.0
10.053,0.0
10.063,0.0
10.073,0.0
10.083,0.0
10.093,0.0
10.103,0.0
10.113,0.0
10.123,0.0
10.133,0.0
10.143,0.0
10.153,0.0
10.163,0.0
10.173,0.0
10.183,0.0
10.193,0.0
10.203,0.0
10.213,0.0
10.223,0.0
10.233,0.0
10.243,0.0
10.253,0.0
10.263,0.0
10.273,0.0
10.283,0.0
10.293,0.0
10.303,0.0
10.313,0.0
10.323,0.0
10.333,0.0
10.343,0.0
10.353,0.0
10.363,0.0
10.373,0.0
10.383,0.0
10.393,0.0
10.403,0.0
10.413,0.0
10.423,0.0
10.433,0.0
10.443,0.0
10.453,0.0
10.463,0.0
10.473,0.0
10.483,0.0
10.493,0.0
10.503,0.0
10.513,0.0
10.523,0.0
10.533,0.0
10.543,0.0
10.553,0.0
10.563,0.0
10.573,0.0
10.583,0.0
10.593,0.0
10.603,0.0
10.613,0.0
10.623,0.0
10.633,0.0
10.643,0.0
10.653,0.0
10.663,0.0
10.673,0.0
10.683,0.0
10.693,0.0
10.703,0.0
10.713,0.0
10.723,0.0
10.733,0.0
10.743,0.0
10.753,0.0
10.763,0.0
10.773,0.0
10.783,0.0
10.793,0.0
10.803,0.0
10.813,0.0
10.823,0.0
10.833,0.0
10.843,0.0
10.853,0.0
10.863,0.0
10.873,0.0
10.883,0.0
10.893,0.0
10.903,0.0
10.913,0.0
10.923,0.0
10.933,0.0
10.943,0.0
10.953,0.0
10.963,0.0
10.973,0.0
10.983,0.0
10.993,0.0
11.003,0.0
11.013,0.0
11.023,0.0
11.033,0.0
11.043,0.0
11.053,0.0
11.063,0.0
11.073,0.0
11.083,0.0
11.093,0.0
11.103,0.0
11.113,0.0
11.123,0.0
11.133,0.0
11.143,0.0
11.153,0.0
11.163,0.0
11.173,0.0
11.183,0.0
11.193,0.0
11.203,0.0
11.213,0.0
11.223,0.0
11.233,0.0
11.243,0.0
11.253,0.0
11.263,0.0
11.273,0.0
11.283,0.0
11.293,0.0
11.303,0.0
11.313,0.0
11.323,0.0
11.333,0.0
11.343,0.0
11.353,0.0
11.363,0.0
11.373,0.0
11.383,0.0
11.393,0.0
11.403,0.0
11.413,0.0
11.423,0.0
11.433,0.0
11.443,0.0
11.453,0.0
11.463,0.0
11.473,0.0
11.483,0.0
11.493,0.0
11.503,0.0
11.513,0.0
11.523,0.0
11.533,0.0
11.543,0.0
11.553,0.0
11.563,0.0
11.573,0.0
11.583,0.0
11.593,0.0
11.603,0.0
11.613,0.0
11.623,0.0
11.633,0.0
11.643,0.0
11.653,0.0
11.663,0.0
11.673,0.0
11.683,0.0
11.693,0.0
11.703,0.0
11.713,0.0
11.723,0.0
11.733,0.0
11.743,0.0
11.753,0.0
11.763,0.0
11.773,0.0
11.783,0.0
11.793,0.0
11.803,0.0
11.813,0.0
11.823,0.0
11.833,0.0
11.843,0.0
11.853,0.0
11.863,0.0
11.873,0.0
11.883,0.0
11.893,0.0
11.903,0.0
11.913,0.0
11.923,0.0
11.933,0.0
11.943,0.0
11.953,0.0
11.963,0.0
11.973,0.0
11.983,0.0
11.993,0.0
12.003,0.0
12.013,0.0
12.023,0.0
12.033,0.0
12.043,0.0
12.053,0.0
12.063,0.0
12.073,0.0
12.083,0.0
12.093,0.0
12.103,0.0
12.113,0.0
12.123,0.0
12.133,0.0
12.143,0.0
12.153,0.0
12.163,0.0
12.173,0.0
12.183,0.0
12.193,0.0
12.203,0.0
12.213,0.0
12.223,0.0
12.233,0.0
12.243,0.0
12.253,0.0
12.263,0.0
12.273,0.0
12.283,0.0
12.293,0.0
12.303,0.0
12.313,0.0
12.323,0.0
12.333,0.0
12.343,0.0
12.353,0.0
12.363,0.0
12.373,0.0
12.383,0.0
12.393,0.0
12.403,0.0
12.413,0.0
12.423,0.0
12.433,0.0
12.443,0.0
12.453,0.0
12.463,0.0
12.473,0.0
12.483,0.0
12.493,0.0
12.503,0.0
12.513,0.0
12.523,0.0
12.533,0.0
12.543,0.0
12.553,0.0
12.563,0.0
12.573,0.0
12.583,0.0
12.593,0.0
12.603,0.0
12.613,0.0
12.623,0.0
12.633,0.0
12.643,0.0
12.653,0.0
12.663,0.0
12.673,0.0
12.683,0.0
12.693,0.0
12.703,0.0
12.713,0.0
12.723,0.0
12.733,0.0
12.743,0.0
12.753,0.0
12.763,0.0
12.773,0.0
12.783,0.0
12.793,0.0
12.803,0.0
12.813,0.0
12.823,0.0
12.833,0.0
12.843,0.0
12.853,0.0
12.863,0.0
12.873,0.0
12.883,0.0
12.893,0.0
12.903,0.0
12.913,0.0
12.923,0.0
12.933,0.0
12.943,0.0
12.953,0.0
12.963,0.0
12.973,0.0
12.983,0.0
12.993,0.0
13.003,0.0
13.013,0.0
13.023,0.0
13.033,0.0
13.043,0.0
13.053,0.0
13.063,0.0
13.073,0.0
13.083,0.0
13.093,0.0
13.103,0.0
13.113,0.0
13.123,0.0
13.133,0.0
13.143,0.0
13.153,0.0
13.163,0.0
13.173,0.0
13.183,0.0
13.193,0.0
13.203,0.0
13.213,0.0
13.223,0.0
13.233,0.0
13.243,0.0
13.253,0.0
13.263,0.0
13.273,0.0
13.283,0.0
13.293,0.0
13.303,0.0
13.313,0.0
13.323,0.0
13.333,0.0
13.343,0.0
13.353,0.0
13.363,0.0
13.373,0.0
13.383,0.0
13.393,0.0
13.403,0.0
13.413,0.0
13.423,0.0
13.433,0.0
13.443,0.0
13.453,0.0
13.463,0.0
13.473,0.0
13.483,0.0
13.493,0.0
13.503,0.0
13.513,0.0
13.523,0.0
13.533,0.0
13.543,0.0
13.553,0.0
13.563,0.0
13.573,0.0
13.583,0.0
13.593,0.0
13.603,0.0
13.613,0.0
13.623,0.0
13.633,0.0
13.643,0.0
13.653,0.0
13.663,0.0
13.673,0.0
13.683,0.0
13.693,0.0
13.703,0.0
13.713,0.0
13.723,0.0
13.733,0.0
13.743,0.0
13.753,0.0
13.763,0.0
13.773,0.0
13.783,0.0
13.793,0.0
13.803,0.0
13.813,0.0
13.823,0.0
13.833,0.0
13.843,0.0
13.853,0.0
13.863,0.0
13.873,0.0
13.883,0.0
13.893,0.0
13.903,0.0
13.913,0.0
13.923,0.0
13.933,0.0
13.943,0.0
13.953,0.0
13.963,0.0
13.973,0.0
13.983,0.0
13.993,0.0
14.003,0.0
14.013,0.0
14.023,0.0
14.033,0.0
14.043,0.0
14.053,0.0
14.063,0.0
14.073,0.0
14.083,0.0
14.093,0.0
14.103,0.0
14.113,0.0
14.123,0.0
14.133,0.0
14.143,0.0
14.153,0.0
14.163,0.0
14.173,0.0
14.183,0.0
14.193,0.0
14.203,0.0
14.213,0.0
14.223,0.0
14.233,0.0
14.243,0.0
14.253,0.0
14.263,0.0
14.273,0.0
14.283,0.0
14.293,0.0
14.303,0.0
14.313,0.0
14.323,0.0
14.333,0.0
14.343,0.0
14.353,0.0
14.363,0.0
14.373,0.0
14.383,0.0
14.393,0.0
14.403,0.0
14.413,0.0
14.423,0.0
14.433,0.0
14.443,0.0
14.453,0.0
14.463,0.0
14.473,0.0
14.483,0.0
14.493,0.0
14.503,0.0
14.513,0.0
14.523,0.0
14.533,0.0
14.543,0.0
14.553,0.0
14.563,0.0
14.573,0.0
14.583,0.0
14.593,0.0
14.603,0.0
14.613,0.0
14.623,0.0
14.633,0.0
14.643,0.0
14.653,0.0
14.663,0.0
14.673,0.0
14.683,0.0
14.693,0.0
14.703,0.0
14.713,0.0
14.723,0.0
14.733,0.0
14.743,0.0
14.753,0.0
14.763,0.0
14.773,0.0
14.783,0.0
14.793,0.0
14.803,0.0
14.813,0.0
14.823,0.0
14.833,0.0
14.843,0.0
14.853,0.0
14.863,0.0
14.873,0.0
14.883,0.0
14.893,0.0
14.903,0.0
14.913,0.0
14.923,0.0
14.933,0.0
14.943,0.0
14.953,0.0
14.963,0.0
14.973,0.0
14.983,0.0
14.993,0.0
15.003,0.0
15.013,0.0
15.023,0.0
15.033,0.0
15.043,0.0
15.053,0.0
15.063,0.0
15.073,0.0
15.083,0.0
15.093,0.0
15.103,0.0
15.113,0.0
15.123,0.0
15.133,0.0
15.143,0.0
15.153,0.0
15.163,0.0
15.173,0.0
15.183,0.0
15.193,0.0
15.203,0.0
15.213,0.0
15.223,0.0
15.233,0.0
15.243,0.0
15.253,0.0
15.263,0.0
15.273,0.0
15.283,0.0
15.293,0.0
15.303,0.0
15.313,0.0
15.323,0.0
15.333,0.0
15.343,0.0
15.353,0.0
15.363,0.0
15.373,0.0
15.383,0.0
15.393,0.0
15.403,0.0
15.413,0.0
15.423,0.0
15.433,0.0
15.443,0.0
15.453,0.0
15.463,0.0
15.473,0.0
15.483,0.0
15.493,0.0
15.503,0.0
15.513,0.0
15.523,0.0
15.533,0.0
15.543,0.0
15.553,0.0
15.563,0.0
15.573,0.0
15.583,0.0
15.593,0.0
15.603,0.0
15.613,0.0
15.623,0.0
15.633,0.0
15.643,0.0
15.653,0.0
15.663,0.0
15.673,0.0
15.683,0.0
15.693,0.0
15.703,0.0
15.713,0.0
15.723,0.0
15.733,0.0
15.743,0.0
15.753,0.0
15.763,0.0
15.773,0.0
15.783,0.0
15.793,0.0
15.803,0.0
15.813,0.0
15.823,0.0
15.833,0.0
15.843,0.0
15.853,0.0
15.863,0.0
15.873,0.0
15.883,0.0
15.893,0.0
15.903,0.0
15.913,0.0
15.923,0.0
15.933,0.0
15.943,0.0
15.953,0.0
15.963,0.0
15.973,0.0
15.983,0.0
15.993,0.0
16.003,0.0
16.013,0.0
16.023,0.0
16.033,0.0
16.043,0.0
16.053,0.0
16.063,0.0
16.073,0.0
16.083,0.0
16.093,0.0
16.103,0.0
16.113,0.0
16.123,0.0
16.133,0.0
16.143,0.0
16.153,0.0
16.163,0.0
16.173,0.0
16.183,0.0
16.193,0.0
16.203,0.0
16.213,0.0
16.223,0.0
16.233,0.0
16.243,0.0
16.253,0.0
16.263,0.0
16.273,0.0
16.283,0.0
16.293,0.0
16.303,0.0
16.313,0.0
16.323,0.0
16.333,0.0
16.343,0.0
16.353,0.0
16.363,0.0
16.373,0.0
16.383,0.0
16.393,0.0
16.403,0.0
16.413,0.0
16.423,0.0
16.433,0.0
16.443,0.0
16.453,0.0
16.463,0.0
16.473,0.0
16.483,0.0
16.493,0.0
16.503,0.0
16.513,0.0
16.523,0.0
16.533,0.0
16.543,0.0
16.553,0.0
16.563,0.0
16.573,0.0
16.583,0.0
16.593,0.0
16.603,0.0
16.613,0.0
16.623,0.0
16.633,0.0
16.643,0.0
16.653,0.0
16.663,0.0
16.673,0.0
16.683,0.0
16.693,0.0
16.703,0.0
16.713,0.0
16.723,0.0
16.733,0.0
16.743,0.0
16.753,0.0
16.763,0.0
16.773,0.0
16.783,0.0
16.793,0.0
16.803,0.0
16.813,0.0
16.823,0.0
16.833,0.0
16.843,0.0
16.853,0.0
16.863,0.0
16.873,0.0
16.883,0.0
16.893,0.0
16.903,0.0
16.913,0.0
16.923,0.0
16.933,0.0
16.943,0.0
16.953,0.0
16.963,0.0
16.973,0.0
16.983,0.0
16.993,0.0
17.003,0.0
17.013,0.0
17.023,0.0
17.033,0.0
17.043,0.0
17.053,0.0
17.063,0.0
17.073,0.0
17.083,0.0
17.093,0.0
17.103,0.0
17.113,0.0
17.123,0.0
17.133,0.0
17.143,0.0
17.153,0.0
17.163,0.0
17.173,0.0
17.183,0.0
17.193,0.0
17.203,0.0
17.213,0.0
17.223,0.0
17.233,0.0
17.243,0.0
17.253,0.0
17.263,0.0
17.273,0.0
17.283,0.0
17.293,0.0
17.303,0.0
17.313,0.0
17.323,0.0
17.333,0.0
17.343,0.0
17.353,0.0
17.363,0.0
17.373,0.0
17.383,0.0
17.393,0.0
17.403,0.0
17.413,0.0
17.423,0.0
17.433,0.0
17.443,0.0
17.453,0.0
17.463,0.0
17.473,0.0
17.483,0.0
17.493,0.0
17.503,0.0
17.513,0.0
17.523,0.0
17.533,0.0
17.543,0.0
