Time,VehSpd
12.34,11.0
12.35,11.0
12.36,11.0
12.37,11.0
12.38,11.002240117771404
12.39,11.201522895070244
12.4,11.400805672369083
12.41,11.600088449667924
12.42,11.799371226966764
12.43,11.998654004265603
12.44,12.0
12.45,12.0
12.46,12.0
12.47,12.0
12.48,12.0
12.49,12.0
12.5,12.0
12.51,12.0
12.52,12.0
12.53,12.0
12.54,12.0
12.55,12.0
12.56,12.0
12.57,12.0
12.58,12.0
12.59,12.0
12.6,12.0
12.61,12.0
12.62,12.0
12.63,12.0
12.64,12.0
12.65,12.0
12.66,12.0
12.67,12.0
12.68,12.0
12.69,12.0
12.7,12.0
12.71,12.0
12.72,12.0
12.73,12.0
12.74,12.0
12.75,12.0
12.76,12.0
12.77,12.0
12.78,12.0
12.79,12.0
12.8,12.0
12.81,12.0
12.82,12.0
12.83,12.001568353452791
12.84,12.201104416144153
12.85,12.40064047883551
12.86,12.600176541526864
12.87,12.799712604218223
12.88,12.999248666909615
12.89,13.0
12.9,13.0
12.91,13.0
12.92,13.0
12.93,13.0
12.94,13.0
12.95,13.0
12.96,13.0
12.97,13.0
12.98,13.0
12.99,13.0
13.0,13.0
13.01,13.0
13.02,13.0
13.03,13.0
13.04,13.0
13.05,13.0
13.06,13.0
13.07,13.0
13.08,13.0
13.09,13.0
13.1,13.0
13.11,13.0
13.12,13.0
13.13,13.001479033074837
13.14,13.201526788475
13.15,13.401574543875162
13.16,13.601622299275324
13.17,13.801670054675483
13.18,14.0
13.19,14.0
13.2,14.0
13.21,14.0
13.22,14.0
13.23,14.0
13.24,14.0
13.25,14.0
13.26,14.0
13.27,14.0
13.28,14.0
13.29,14.0
13.3,14.0
13.31,14.0
13.32,14.0
13.33,14.0
13.34,14.0
13.35,14.0
13.36,14.0
13.37,14.0
13.38,14.001441837069072
13.39,14.200821928476469
13.4,14.400202019883864
13.41,14.599582111291262
13.42,14.79896220269866
13.43,14.998342294106058
13.44,15.0
13.45,15.0
13.46,15.0
13.47,15.0
13.48,15.0
13.49,15.0
13.5,15.0
13.51,15.0
13.52,15.0
13.53,15.0
13.54,15.0
13.55,15.0
13.56,15.0
13.57,15.0
13.58,15.001890622367572
13.59,15.20179359745958
13.6,15.401696572551586
13.61,15.601599547643591
13.62,15.801502522735635
13.63,16.0
13.64,16.0
13.65,16.0
13.66,16.0
13.67,16.0
13.68,16.0
13.69,16.0
13.7,16.0
13.71,16.0
13.72,16.0
13.73,16.0
13.74,16.0
13.75,16.0
13.76,16.0
13.77,16.0
13.78,16.0
13.79,16.0
13.8,16.0
13.81,16.0
13.82,16.0
13.83,16.00134426154926
13.84,16.201424866021572
13.85,16.401505470493884
13.86,16.601586074966196
13.87,16.801666679438544
13.88,17.0
13.89,17.0
13.9,17.0
13.91,17.0
13.92,17.0
13.93,17.0
13.94,17.0
13.95,17.0
13.96,17.0
13.97,17.0
13.98,17.0
13.99,17.0
14.0,17.0
14.01,17.0
14.02,17.0
14.03,17.00138744935314
14.04,17.20144647476799
14.05,17.401505500182843
14.06,17.601564525597695
14.07,17.801623551012547
14.08,18.0
14.09,18.0
14.1,18.0
14.11,18.0
14.12,18.0
14.13,18.0
14.14,18.0
14.15,18.0
14.16,18.0
14.17,18.0
14.18,18.0
14.19,18.0
14.2,18.0
14.21,18.0
14.22,18.0
14.23,18.0
14.24,18.0
14.25,18.0
14.26,18.0
14.27,18.0
14.28,18.0
14.29,18.0
14.3,18.0
14.31,18.0
14.32,18.0
14.33,18.0
14.34,18.0
14.35,18.0
14.36,18.0
14.37,18.0
14.38,18.0
14.39,18.0
14.4,18.0
14.41,18.0
14.42,18.0
14.43,18.0
14.44,18.0
14.45,18.0
14.46,18.0
14.47,18.0
14.48,18.0
14.49,18.0
14.5,18.0
14.51,18.0
14.52,18.0
14.53,18.0
14.54,18.0
14.55,18.0
14.56,18.0
14.57,18.0
14.58,18.0
14.59,18.0
14.6,18.0
14.61,18.0
14.62,18.0
14.63,18.001048172929664
14.64,18.20116519335852
14.65,18.40128221378738
14.66,18.60139923421624
14.67,18.80151625464509
14.68,19.0
14.69,19.0
14.7,19.0
14.71,19.0
14.72,19.0
14.73,19.0
14.74,19.0
14.75,19.0
14.76,19.0
14.77,19.0
14.78,19.0
14.79,19.0
14.8,19.0
14.81,19.0
14.82,19.0
14.83,19.0
14.84,19.0
14.85,19.0
14.86,19.0
14.87,19.0
14.88,19.0
14.89,19.0
14.9,19.0
14.91,19.0
14.92,19.0
14.93,19.0
14.94,19.0
14.95,19.0
14.96,19.0
14.97,19.0
14.98,19.0
14.99,19.0
15.0,19.0
15.01,19.0
15.02,19.0
15.03,19.0
15.04,19.0
15.05,19.0
15.06,19.0
15.07,19.0
15.08,19.0
15.09,19.0
15.1,19.0
15.11,19.0
15.12,19.0
15.13,19.0
15.14,19.0
15.15,19.0
15.16,19.0
15.17,19.0
15.18,19.0
15.19,19.0
15.2,19.0
15.21,19.0
15.22,19.0
15.23,19.0
15.24,19.0
15.25,19.0
15.26,19.0
15.27,19.0
15.28,19.0
15.29,19.0
15.3,19.0
15.31,19.0
15.32,19.0
15.33,19.0
15.34,19.0
15.35,19.0
15.36,19.0
15.37,19.0
15.38,19.0
15.39,19.0
15.4,19.0
15.41,19.0
15.42,19.0
15.43,19.0
15.44,19.198560550038163
15.45,19.399292660190305
15.46,19.600024770342447
15.47,19.800756880494585
15.48,19.99852090798197
15.49,19.79912324048005
15.5,19.599725572978134
15.51,19.400327905476217
15.52,19.200930237974266
15.53,19.00153257047235
15.54,19.0
15.55,19.0
15.56,19.0
15.57,19.0
15.58,19.00152940749435
15.59,19.20141015064775
15.6,19.401290893801185
15.61,19.601171636954582
15.62,19.80105238010799
15.63,20.0
15.64,20.0
15.65,20.0
15.66,20.0
15.67,20.0
15.68,20.0
15.69,20.0
15.7,20.0
15.71,20.0
15.72,20.0
15.73,20.0
15.74,20.0
15.75,20.0
15.76,20.0
15.77,20.0
15.78,20.0
15.79,20.0
15.8,20.0
15.81,20.0
15.82,20.0
15.83,20.0
15.84,20.0
15.85,20.0
15.86,20.0
15.87,20.0
15.88,20.0
15.89,20.0
15.9,20.0
15.91,20.0
15.92,20.0
15.93,20.0
15.94,20.0
15.95,20.0
15.96,20.0
15.97,20.0
15.98,20.001329568395885
15.99,20.20068309282564
16.0,20.4000366172554
16.01,20.59939014168523
16.02,20.79874366611495
16.03,20.998097190544744
16.04,21.0
16.05,21.0
16.06,21.0
16.07,21.0
16.08,21.0
16.09,21.0
16.1,21.0
16.11,21.0
16.12,21.0
16.13,20.999286225154076
16.14,20.799158695887293
16.15,20.599031166620517
16.16,20.398903637353804
16.17,20.198776108087028
16.18,20.0
16.19,20.0
16.2,20.0
16.21,20.0
16.22,20.0
16.23,20.0
16.24,20.199859077550204
16.25,20.400243643586226
16.26,20.600628209622307
16.27,20.801012775658325
16.28,21.0
16.29,21.0
16.3,21.0
16.31,21.0
16.32,21.0
16.33,21.00082034457767
16.34,21.20091414855293
16.35,21.401007952528257
16.36,21.60110175650352
16.37,21.80119556047885
16.38,22.0
16.39,22.0
16.4,22.0
16.41,22.0
16.42,22.0
16.43,22.0
16.44,22.0
16.45,22.0
16.46,22.0
16.47,22.0
16.48,22.0
16.49,22.0
16.5,22.0
16.51,22.0
16.52,22.0
16.53,22.0
16.54,22.0
16.55,22.0
16.56,22.0
16.57,22.0
16.58,22.0
16.59,22.0
16.6,22.0
